Chemical,logFC,AveExpr,t,P.Value,adj.P.Val,B
X90.1145.0.5822666,-0.293362857,-0.188567327,-1.328111488,0.202102237,0.955096448,-4.563461421
C3.H3.N.O2,-0.293703057,1.072261593,-1.327768111,0.202213242,0.955096448,-4.563500507
MeIQ,-0.282545493,1.055744223,-1.327669649,0.202245081,0.955096448,-4.563511714
Phe.Gly,-0.381191646,-0.298588203,-1.326271907,0.20269749,0.955096448,-4.563670745
D.Tagatose,-1.174031145,-0.664011518,-1.323986733,0.203438869,0.955096448,-4.563930516
PS.20.2.11Z.14Z..18.0....11.546223,-0.405306257,-1.126649884,-1.321721007,0.204176065,0.955096448,-4.564187796
C20.H34.N4.O.S,-0.383041239,2.748268799,-1.320324184,0.204631604,0.955096448,-4.56434627
X9S.hydroxy.decanoic.acid,-0.2835373,1.474995423,-1.318233859,0.205314819,0.955096448,-4.564583223
Kaempferol.3..2Gal.glucosylrobinobioside..7.rhamnoside,0.469437271,0.239126718,1.312006756,0.207360857,0.955096448,-4.565287689
butoconazole...0.49582928,-0.340278713,0.722608813,-1.311904917,0.207394452,0.955096448,-4.565299192
DG.22.3.10Z.13Z.16Z..22.3.10Z.13Z.16Z..0.0....9.578576,-0.525256214,-0.89625322,-1.308950961,0.208370791,0.955096448,-4.565632605
X.R..Mevalonic.acid...1.8583502,-1.434092271,0.386710396,-1.306165461,0.209294783,0.955096448,-4.565946563
C4.H2.Cl2.O2.S2...2.742,0.40139575,-0.131217502,1.305173226,0.209624704,0.955096448,-4.566058295
DG.22.3.10Z.13Z.16Z..22.3.10Z.13Z.16Z..0.0....9.483801,0.376417837,-1.369046629,1.305025599,0.209673825,0.955096448,-4.566074914
PS.18.0.22.0....21.788826,-1.412048564,-0.073880714,-1.304277928,0.209922745,0.955096448,-4.566159064
X12.tetradecynoic.acid...12.601833,0.325329307,0.261880854,1.301000834,0.211016537,0.955096448,-4.566527533
C18.H32.O2,-0.411979951,1.927134182,-1.300416732,0.211211964,0.955096448,-4.566593145
N.arachidonoyl.histidine...14.037934,0.485954971,-0.393283943,1.296990721,0.212361106,0.955096448,-4.566977604
MID42471.1..25.dihydroxy.25.25.diphenyl.26.27.dinorvitamin.D3...1..25.dihydroxy.25.25.diphenyl.26.27,-1.472415579,2.412731332,-1.294998425,0.21303162,0.955096448,-4.567200873
DG.17.0.18.3.9Z.12Z.15Z..0.0..iso2.,-1.382852312,2.350438674,-1.29440158,0.213232815,0.955096448,-4.567267716
C16.H12.N10.O11.S,-0.388471502,0.839334241,-1.293099984,0.213672099,0.955096448,-4.567413416
C46.H94.Cl2.N4.S3,-0.277602779,-0.666477473,-1.292882362,0.213745616,0.955096448,-4.567437768
Plastoquinol.9...13.982,-0.28399975,-0.950592893,-1.286355865,0.215959643,0.955096448,-4.568166822
Lenthionine...1.8091501,0.383521336,-0.397351914,1.284360395,0.216640168,0.955096448,-4.568389248
X30...2..O.2.hydroxy.ethane..3.hydroxy.propane..hopane...10.29,-0.481321014,0.711181259,-1.284006551,0.216761017,0.955096448,-4.568428666
Ergosterol.acetate,-2.287870521,1.977416361,-1.282315805,0.217339192,0.955096448,-4.568616915
C4.H4.Cl2.S3...3.1748846,0.451999729,-0.775195243,1.278509604,0.218645209,0.955096448,-4.569040105
X196.9139.0.24275,-2.404963887,-2.259008398,-1.273424388,0.22039969,0.955096448,-4.569604208
X391.0633.0.9682174,-0.478640886,-0.658553491,-1.269712924,0.221687152,0.955096448,-4.570014984
PS.18.1.9Z..22.1.11Z.....16.080252,-0.592664456,-2.118558183,-1.269161671,0.221878876,0.955096448,-4.570075927
C3.H2.Cl3.N5.S...3.1085172,0.285015529,0.045778804,1.268365411,0.222156042,0.955096448,-4.570163927
X763.5952.11.665,-0.396278707,-0.951741743,-1.268084337,0.222253944,0.955096448,-4.570194981
C42.H72.N16.O3,-0.592517986,-1.093748239,-1.265701886,0.223085141,0.955096448,-4.570458022
fosphenytoin,0.474576029,0.18557308,1.262174884,0.22432011,0.955096448,-4.570846828
C21.H50.N10.O2...18.749384,-0.446573781,-3.281253032,-1.261464015,0.224569664,0.955096448,-4.570925104
C42.H83.Cl2.N3.O2.S,-0.287034529,-1.097509611,-1.260273401,0.224988119,0.955096448,-4.571056141
trans.2.3.Didehydro.16.16.dimethyl.PGE1,-2.552111219,2.140738532,-1.258818096,0.225500429,0.955096448,-4.571216198
DG.22.5.7Z.10Z.13Z.16Z.19Z..24.0.0.0....15.92603,-0.449736764,-0.586161054,-1.258299941,0.225683054,0.955096448,-4.571273156
C40.H76.N16.O2.S,0.57366335,0.463262845,1.258113004,0.225748969,0.955096448,-4.571293701
PI.20.2.11Z.14Z..18.2.9Z.12Z.....15.429185,-0.51001425,-0.646741439,-1.257208216,0.226068213,0.955096448,-4.571393111
PS.22.1.11Z..18.0....16.44589,-0.463260007,-0.508499679,-1.254855807,0.226899881,0.955096448,-4.571651351
C17.H36.O2.S,-0.341126296,0.881390241,-1.253250304,0.227468855,0.955096448,-4.571827411
PG.P.20.0.19.1.9Z.....14.757969,-0.516100179,-0.906816229,-1.252167761,0.227853124,0.955096448,-4.571946038
X206.2916.5.8098497,0.281085571,1.346397125,1.251203819,0.228195718,0.955096448,-4.572051611
C11.H8.S,-0.569054145,-0.371416226,-1.249162814,0.228922433,0.955096448,-4.572274966
L.Iditol,-1.738114907,-4.000454252,-1.248078808,0.229309132,0.955096448,-4.572393493
Hydroxybupropion...0.9952857,-0.414631164,-0.434941932,-1.246447322,0.229892091,0.955096448,-4.572571752
X12.tetradecynoic.acid...14.191585,0.5964272,1.005832638,1.24639562,0.229910584,0.955096448,-4.572577399
C37.H67.N17.O...11.380072,-0.468319107,-1.325324618,-1.245560523,0.230209443,0.955096448,-4.572668579
DG.22.6.4Z.7Z.10Z.13Z.16Z.19Z..24.0.0.0....12.067035,0.358038121,0.135004007,1.243960223,0.230782991,0.955096448,-4.572843195
PA.22.6.4Z.7Z.10Z.13Z.16Z.19Z..22.1.11Z.....14.065153,-0.589382929,-0.809105102,-1.24262545,0.231262221,0.955096448,-4.572988721
C7.H4.N2.O3.S3,-3.223905006,-0.215947315,-1.241570196,0.231641641,0.955096448,-4.573103698
Diflubenzuron,0.388181264,-0.822997655,1.241162724,0.231788277,0.955096448,-4.573148077
PE.16.1.9Z..20.3.8Z.11Z.14Z.....15.952126,0.360519114,0.807412748,1.240865654,0.231895229,0.955096448,-4.573180426
C26.H21.Cl3.N12.O2,-0.424324693,-0.405752311,-1.240199355,0.232135251,0.955096448,-4.573252962
PS.19.1.9Z..20.0....18.13165,-0.286102057,0.053543275,-1.239016059,0.232561986,0.955096448,-4.573381715
C48.H80.N12.O.S,0.272815814,-1.354538554,1.238659871,0.232690558,0.955096448,-4.573420455
Etn.1.P.Cer.d14.1.18.0....10.050528,-0.594093336,-1.876275712,-1.238386484,0.232789278,0.955096448,-4.573450184
C30.H39.N.O4,-2.326867493,-1.27859228,-1.235971733,0.233662661,0.955096448,-4.573712581
PI.20.2.11Z.14Z..18.2.9Z.12Z.....14.379744,-0.5130511,-0.758022911,-1.234873845,0.234060591,0.955096448,-4.573831768
Aspidoalbine,-1.252718338,-0.885272829,-1.233304617,0.234630267,0.955096448,-4.574001998
C18.H11.Cl3.N8.O10,0.435919871,-0.832309634,1.232182312,0.235038355,0.955096448,-4.574123656
X872.6988.17.429735,-0.591024236,-1.372138804,-1.232161972,0.235045756,0.955096448,-4.57412586
Plastoquinol.9...14.191415,-0.269864657,-0.830325007,-1.228432701,0.236405752,0.955096448,-4.574529566
X12.tetradecynoic.acid...6.2012777,0.379968464,-1.354634927,1.225583974,0.237448718,0.955096448,-4.574837388
C33.H61.N3.O2...14.015733,0.468424214,0.425823071,1.225120642,0.237618686,0.955096448,-4.574887407
C29.H29.N23,-0.257096979,-1.135718654,-1.223251833,0.238305192,0.955096448,-4.575089026
PS.22.6.4Z.7Z.10Z.13Z.16Z.19Z..21.0.,-0.440349593,-0.170921202,-1.222924309,0.238425665,0.955096448,-4.575124339
Lenthionine...2.101222,0.444613764,0.106439371,1.219037517,0.23985893,0.955096448,-4.575542918
Tilmicosin,-0.385683146,0.717578842,-1.217615465,0.24038497,0.955096448,-4.575695833
PS.22.2.13Z.16Z..20.1.11Z.....19.448795,-1.024978574,-0.345191162,-1.214805607,0.241426991,0.955096448,-4.575997622
C25.H20.N2.O23,-3.29071989,0.346573448,-1.212850721,0.242153996,0.955096448,-4.5762073
Loxtidine,-0.267506514,0.026788852,-1.212265581,0.242371931,0.955096448,-4.576270016
C32.H51.N9.O.S...13.89941,0.427253986,0.018857298,1.209637286,0.243352698,0.955096448,-4.576551463
C12.H31.N11.O2.S2,-0.273573171,-0.187357826,-1.209088092,0.243558017,0.955096448,-4.576610219
D.Threitol,-0.360420621,1.303648691,-1.207077588,0.244310791,0.955096448,-4.576825157
X848.5965.22.09826,-0.585964268,0.534896917,-1.20153316,0.246395981,0.955096448,-4.577416616
X5..Cholestane.3..7..12..25.tetrol...11.46452,-0.451227857,-0.562411111,-1.200859138,0.246650398,0.955096448,-4.57748839
PS.17.0.21.0....19.255054,-0.592175261,-1.874215633,-1.198412643,0.247575544,0.955096448,-4.577748669
X530.4735.9.902459,-0.446685029,-1.186075784,-1.197137065,0.248058957,0.955096448,-4.57788423
C16.H40.N10.S,0.33471509,-1.517661528,1.196949951,0.24812993,0.955096448,-4.577904107
PS.19.1.9Z..20.0....17.83759,-0.266009321,-1.10870275,-1.193495744,0.249442898,0.955096448,-4.578270654
PS.20.3.8Z.11Z.14Z..22.2.13Z.16Z.....11.584808,-0.438325407,-0.686219743,-1.190458284,0.250601834,0.955096448,-4.578592366
X95.9326.0.51183337,-0.385211996,0.066600146,-1.186303471,0.252193735,0.955096448,-4.579031492
X292.2962.0.6793043,0.499328193,-0.066189043,1.184447263,0.252907418,0.955096448,-4.579227328
C3.H2.Cl3.N5.S,0.416986943,-1.130714768,1.184239791,0.252987283,0.955096448,-4.579249204
C.6.Ceramide,-0.438426344,1.706499378,-1.181344401,0.254103849,0.955096448,-4.579554209
Ins.1.P.Cer.d18.1.22.0....21.252548,-1.063393847,0.172074923,-1.178216449,0.255314305,0.955096448,-4.579883122
X147.9731.18.73772,-0.546922849,0.479445239,-1.176330244,0.256046341,0.955096448,-4.580081164
C17.H32.O2,-1.434739094,2.041532159,-1.175560534,0.256345523,0.955096448,-4.580161916
X266.1572.5.0248747,0.298157086,0.301495021,1.175355523,0.256425254,0.955096448,-4.580183417
PS.18.0.22.0....13.327428,-0.58983082,-1.564425593,-1.174828401,0.256630345,0.955096448,-4.58023869
X292.2969.0.6649394,-0.26389656,-0.112918959,-1.174577767,0.256727904,0.955096448,-4.580264965
Abscisic.acid.glucose.ester,-0.4138155,-0.830305291,-1.171849869,0.257791558,0.955096448,-4.580550682
C11.H24.N2.S,-4.771504581,-7.113609934,-1.170997842,0.258124461,0.955096448,-4.580639826
Trp.Ile.Tyr,0.345967621,1.527003716,1.169874808,0.258563749,0.955096448,-4.580757255
C6.H9.Cl.O6.S2,0.438622593,0.233017073,1.169780098,0.258600822,0.955096448,-4.580767154
X30...2..O.2.hydroxy.ethane..3.hydroxy.propane..hopane...10.2525,-0.494370779,-0.527525161,-1.169003041,0.258905141,0.955096448,-4.580848354
PS.18.1.9Z..22.1.11Z.....16.047112,-0.555474073,-2.164104163,-1.167531663,0.259482119,0.955096448,-4.581002004
X3.demethylubiquinone.9...11.506794,0.303800189,-1.63546076,1.166855426,0.259747621,0.955096448,-4.581072575
X142.2724.0.49497503,-6.745864131,7.761207311,-1.166766114,0.259782702,0.955096448,-4.581081893
X147.9733.22.633062,-0.412654071,-0.839841679,-1.166277537,0.259974673,0.955096448,-4.581132859
PE.17.0.23.0..U....19.746033,0.42164335,-0.451633048,1.164427435,0.260702584,0.955096448,-4.581325714
Ins.1.P.Cer.d18.1.22.0....20.934725,-0.424103986,-1.345865377,-1.160817985,0.26212713,0.955096448,-4.581701337
X256.3773.7.022025,-0.370193879,2.230783009,-1.16062377,0.262203947,0.955096448,-4.581721525
PS.20.1.11Z..18.0....15.570857,-0.443803936,-0.024398384,-1.160610847,0.262209059,0.955096448,-4.581722868
Deoxythymidine.triphosphate..dTTP.,-0.294809081,0.012413422,-1.159677397,0.262578506,0.955096448,-4.581819861
PE.P.20.0.22.4.7Z.10Z.13Z.16Z..,0.451781786,-0.134407429,1.158494891,0.26304709,0.955096448,-4.581942653
PE.19.0.17.0....19.346998,0.342983171,-0.525851168,1.158010074,0.263239387,0.955096448,-4.581992971
Threonate,-0.569285226,-0.447540111,-1.155843403,0.264100068,0.955096448,-4.58221766
X196.9135.2.3717828,-0.268718814,0.579341039,-1.154403208,0.264673338,0.955096448,-4.582366845
C5.H6.Cl.N.S4...1.6199286,-0.421358571,-0.708786071,-1.154375933,0.264684203,0.955096448,-4.582369669
Trp.Ile.Lys...5.784934,-0.443870014,-0.156561518,-1.152539247,0.265416677,0.955096448,-4.582559728
PS.22.2.13Z.16Z..20.1.11Z.....18.722334,-0.416822671,-0.397574782,-1.152126027,0.26558168,0.955096448,-4.582602458
DG.18.0.14.0.0.0....8.728391,-0.208114357,-1.157045238,-1.15157339,0.265802474,0.955096448,-4.582659587
PS.22.4.7Z.10Z.13Z.16Z..19.0....14.644804,0.322109014,-1.479646339,1.15088884,0.266076162,0.955096448,-4.582730326
C20.H24.N4.O.S,-1.070269451,0.402202505,-1.150450046,0.266251707,0.955096448,-4.582775653
X846.622.21.372387,-0.485535843,-1.637251102,-1.149765133,0.266525888,0.955096448,-4.58284638
TG.17.0.17.1.9Z..18.3.9Z.12Z.15Z...iso6.,-0.402954064,0.171695268,-1.142407941,0.269484474,0.955096448,-4.583604198
Uric.acid,-0.307944419,0.566158871,-1.141592706,0.269813818,0.955096448,-4.583687954
PS.22.4.7Z.10Z.13Z.16Z..19.0....14.806245,0.315654957,-1.526394777,1.133290219,0.273185096,0.955096448,-4.584538477
C10.H4.N2.O3.S,0.395435564,-0.026900102,1.130287719,0.274411997,0.955096448,-4.58484495
DG.18.0.14.0.0.0.,-0.281697193,-0.25123283,-1.12964851,0.274673725,0.955096448,-4.584910119
Gln.Val.Leu,-0.518660236,-0.629731529,-1.125697121,0.276295776,0.955096448,-4.585312379
C3.H.Cl.N2.O4.S,0.327882993,-1.636571411,1.121574502,0.27799571,0.955096448,-4.585730974
X2.4.DP...1.3078786,-0.555463379,-1.991225666,-1.121010887,0.278228716,0.955096448,-4.585788114
Fosfosal,-0.444754136,-1.279650593,-1.1182219,0.279383857,0.955096448,-4.586070556
X3.5.dimethyl.tetradecanoic.acid,0.374991864,0.938641166,1.114864065,0.280779324,0.955096448,-4.586409921
PA.22.6.4Z.7Z.10Z.13Z.16Z.19Z..22.1.11Z..,-0.535827604,0.850520416,-1.114808604,0.280802416,0.955096448,-4.58641552
C34.H53.N7.O2...12.647956,-0.423880079,-1.936550779,-1.11402332,0.281129533,0.955096448,-4.586494775
PS.22.1.11Z..0.0.,-0.334379664,0.580545364,-1.110478653,0.282609611,0.955096448,-4.586852011
X147.9733.12.996832,0.419435786,0.578945446,1.108589713,0.283400691,0.955096448,-4.587042038
MGDG.18.2.9Z.12Z..18.2.9Z.12Z.....15.31243,-0.302246164,-0.780953266,-1.100427553,0.286837803,0.955096448,-4.587860404
C43.H89.Cl3.N6.O.S,-0.419656116,-1.188971312,-1.100363683,0.286864819,0.955096448,-4.58786679
X1..25.dihydroxy.26.27.dipropylvitamin.D3...1..25.dihydroxy.26.27.dipropylcholecalciferol,-0.425830598,2.567995489,-1.09991597,0.287054252,0.955096448,-4.587911548
X196.9135.2.419273,0.420516679,0.381148657,1.097816424,0.287943823,0.955096448,-4.588121259
X1..hydroxy.2...5.hydroxypentoxy.vitamin.D3...1..hydroxy.2...5.hydroxypentoxy.cholecalciferol,-0.376122836,2.315912021,-1.096956281,0.288308849,0.955096448,-4.588207088
PS.18.0.20.0.,0.441839507,0.401924991,1.095667029,0.288856618,0.955096448,-4.588335642
X18.fluoro.octadecanoic.acid,-0.374272554,1.468624739,-1.092736986,0.290104362,0.955096448,-4.588627384
C5.H11.N.O2,-2.648431905,-0.331932766,-1.091579076,0.290598543,0.955096448,-4.588742516
C5.H6.Cl.N.S4...1.9636501,0.441961586,-0.711086091,1.09109227,0.29080649,0.955096448,-4.588790892
DG.22.6.4Z.7Z.10Z.13Z.16Z.19Z..24.0.0.0....12.213,-0.311663321,0.091945618,-1.086403481,0.29281498,0.955096448,-4.589256018
C44.H74.N10.O5...19.599953,0.294660966,-1.552939518,1.086298163,0.292860211,0.955096448,-4.589266448
C32.H51.N9.O.S,-0.395795159,0.498360387,-1.085630244,0.293147179,0.955096448,-4.589332579
C35.H38.O,0.3026515,-1.296735688,1.085352283,0.293266664,0.955096448,-4.58936009
C47.H76.N10.O4,0.486047,-0.174182848,1.081591424,0.294886831,0.955096448,-4.589731814
PS.P.18.0.22.0....21.037302,-0.542173262,-1.80073109,-1.078366558,0.296281302,0.955096448,-4.59004979
Oxdemetonmethyl,-0.31088021,1.115869763,-1.077880859,0.296491741,0.955096448,-4.590097619
Cys.His,-0.530770471,0.310898684,-1.077214136,0.29678079,0.955096448,-4.590163248
PS.O.16.0.22.1.11Z..,-0.419260357,-1.126344004,-1.074933476,0.297771097,0.955096448,-4.590387514
C41.H88.N6.O.S3,-0.346927929,0.481152161,-1.074363118,0.298019134,0.955096448,-4.590443543
X196.9133.0.19846156,-3.039831685,-4.298509334,-1.07132229,0.299344074,0.955096448,-4.590741884
X196.9133.2.9605834,0.359942271,1.341383771,1.064849941,0.302178461,0.955096448,-4.591374772
C35.H78.N22.S2,0.447709557,0.405159321,1.062914062,0.303030005,0.955096448,-4.591563505
Dihydroxylycopene..OH.Rhodopin...12.60775,0.41520885,0.000901514,1.062877552,0.303046081,0.955096448,-4.591567062
Isoglutamine,-4.550490704,-4.685992723,-1.060174252,0.304238152,0.955096448,-4.591830172
C29.H53.N3.O2,-0.454427214,-0.233134948,-1.060066678,0.304285659,0.955096448,-4.591840631
PE.19.0.17.0....19.254562,-0.301832529,0.217471211,-1.059879552,0.304368311,0.955096448,-4.591858824
PtdIns..4..P1..1.2.dihexanoyl.,0.353676186,-0.490898738,1.055279738,0.306405127,0.955096448,-4.592305256
PS.17.0.21.0....20.221636,-0.443520407,-0.015219877,-1.055221378,0.306431032,0.955096448,-4.592310911
C40.H85.N15.O2.S2,-0.335407657,-1.361009532,-1.05366584,0.3071221,0.955096448,-4.592461542
X147.9731.10.788411,-0.30197625,1.348730793,-1.051541305,0.308067772,0.955096448,-4.592666999
C23.H35.N9.O2,-0.292545614,1.04046123,-1.051505962,0.308083522,0.955096448,-4.592670415
Neamine..Neomycin.A.,-0.198939164,0.249954412,-1.050358284,0.30859527,0.955096448,-4.592781269
C8.H20.N12.O,0.351201629,1.861295705,1.050250791,0.308643232,0.955096448,-4.592791647
TG.17.2.9Z.12Z..17.2.9Z.12Z..18.1.9Z...iso3....7.6402507,0.391163993,2.438217659,1.04825321,0.309535514,0.955096448,-4.592984358
PS.18.0.22.0....13.482334,-0.414894557,-0.819840255,-1.047888361,0.309698686,0.955096448,-4.593019526
C7.H21.N7.O.S,-0.388361393,0.941597443,-1.047887347,0.309699139,0.955096448,-4.593019623
Pyruvatoxime...14.072154,0.389838214,0.458070839,1.04311776,0.311837961,0.955096448,-4.593478499
X1.3.Glyceryl.dinitrate,-0.291436257,0.793500977,-1.038993756,0.313695841,0.955096448,-4.593873973
X2.Hexaprenyl.3.methyl.6.methoxy.1.4.benzoquinol,0.339949821,0.668467496,1.038036232,0.314128345,0.955096448,-4.593965623
Tilmicosin...12.670959,0.295793357,-0.777678343,1.035879153,0.315104245,0.955096448,-4.594171852
PS.20.2.11Z.14Z..22.2.13Z.16Z.....15.484827,-0.330356864,-1.855031784,-1.035710433,0.315180669,0.955096448,-4.594187969
PE.16.1.9Z..20.3.8Z.11Z.14Z.....16.211187,0.300411257,-0.721462684,1.031367085,0.317152614,0.955096448,-4.594602165
C46.H91.Cl.N2.O7,-0.409578907,0.309517127,-1.029676319,0.317922633,0.955096448,-4.594763039
C3.H11.Cl.N4.S3,-0.377859693,-2.866105505,-1.028953231,0.318252354,0.955096448,-4.594831778
C3.H.Cl2.N3.O4.S...2.359,-0.383503664,-1.043349943,-1.016709268,0.323872641,0.955096448,-4.595990052
C24.H54.Cl.N7...14.127451,-0.288995986,-0.278966277,-1.015499586,0.324431728,0.955096448,-4.596103904
PS.22.2.13Z.16Z..20.1.11Z.....19.484856,0.273827334,-1.58195088,1.011008534,0.326513388,0.955096448,-4.596525667
PS.18.1.9Z..22.1.11Z.....15.98187,-0.278670207,-1.480865948,-1.010640759,0.326684275,0.955096448,-4.596560141
C46.H76.N8.O3,-0.3429739,-1.772080421,-1.009342349,0.327288092,0.955096448,-4.596681771
C33.H74.N18.O4.S,0.311291029,-1.008974213,1.008211042,0.327814843,0.955096448,-4.596787648
X30...2..O.2.hydroxy.ethane..3.hydroxy.propane..hopane...10.0518,-0.31163155,-0.255430034,-1.006176576,0.328763628,0.955096448,-4.596977818
PS.17.0.21.0....19.991577,-0.394519843,-0.787595789,-1.00607158,0.328812647,0.955096448,-4.596987624
PS.20.1.11Z..22.1.11Z.....17.049957,-0.2862841,-0.07891563,-1.005580741,0.329041867,0.955096448,-4.597033456
Ala.Ala.Asn,0.226634864,0.021246657,1.005470639,0.3290933,0.955096448,-4.597043734
X2.Dehydro.3.deoxy.6.phospho.D.gluconate,0.302647421,0.266187759,1.004348998,0.329617587,0.955096448,-4.597148393
X93.9358.0.5122619,-0.342536914,0.438997155,-1.001489398,0.330956916,0.955096448,-4.597414804
PE.20.1.11Z..18.2.9Z.12Z..,-0.279757321,-1.126745466,-1.001390564,0.331003275,0.955096448,-4.597424001
PS.O.16.0.22.1.11Z.....14.92325,-0.283734557,-0.976966096,-1.001118226,0.331131041,0.955096448,-4.59744934
C17.H44.Cl.N17.O5,-0.286135786,0.803228571,-0.998549229,0.332337986,0.955096448,-4.597688101
PS.P.20.0.22.4.7Z.10Z.13Z.16Z..,-0.295153429,0.753528107,-0.997876406,0.332654598,0.955096448,-4.597750553
MGDG.18.2.9Z.12Z..18.2.9Z.12Z.....15.258054,-0.280597579,-0.792191745,-0.9966679,0.333223823,0.955096448,-4.597862645
Neoabietic.acid,0.3055057,0.282688995,0.996451008,0.333326055,0.955096448,-4.597882751
C4.H2.Cl2.O2.S2...3.136842,0.280669943,-0.191856211,0.995828381,0.333619653,0.955096448,-4.59794045
C3.H2.Cl3.N5.S...2.2685628,-0.373441029,-1.064167148,-0.994463167,0.334264054,0.955096448,-4.598066865
X530.4726.9.896546,-0.329676186,-0.717342713,-0.994128181,0.334422306,0.955096448,-4.598097863
C32.H6.Cl2.N4.O5,-1.164770172,-0.126994051,-0.993876107,0.334541424,0.955096448,-4.598121183
C16.H32.O2,-0.305989314,2.252716382,-0.993501432,0.334718532,0.955096448,-4.598155837
C22.H35.N13,0.302633071,-0.609433357,0.992656305,0.335118266,0.955096448,-4.598233966
PS.O.18.0.0.0.,-0.256102046,0.396049683,-0.991622522,0.335607687,0.955096448,-4.598329464
PS.18.1.9Z..22.2.13Z.16Z.....12.197515,0.336237964,-1.096840305,0.991149626,0.335831736,0.955096448,-4.598373123
dolichyl.beta.D.glucosyl.phosphate,-0.23875006,-1.078836637,-0.990403335,0.336185529,0.955096448,-4.598441989
C20.H38.O2,-0.283440222,2.915684823,-0.987569628,0.337531285,0.955096448,-4.598703104
X846.679.17.129446,-0.284053429,-0.158497432,-0.986989061,0.337807468,0.955096448,-4.598756528
X12.tetradecynoic.acid...14.020001,-0.369503457,-0.017741768,-0.986854054,0.337871716,0.955096448,-4.598768948
X62.9965.14.036359,-0.277341543,1.054682004,-0.982328171,0.34003046,0.955096448,-4.599184528
X3S.hydroxy.decanoic.acid,-0.282724214,1.530654696,-0.981718456,0.340322017,0.955096448,-4.599240398
PS.P.20.0.17.2.9Z.12Z.....19.953857,-0.280540029,-1.479985871,-0.977444472,0.342370686,0.955096448,-4.599631268
C4.H2.Cl2.O2.S2...3.1614738,0.276953357,-0.187299963,0.975487847,0.343311433,0.955096448,-4.599809757
X846.6819.17.298443,-0.2796006,-0.144595754,-0.974274604,0.343895666,0.955096448,-4.59992029
PS.22.2.13Z.16Z..20.1.11Z.....20.13993,-0.29061085,-0.556919638,-0.973587393,0.344226898,0.955096448,-4.59998285
C45.H72.N16.O2,-0.315722314,-2.612034982,-0.973260127,0.344384717,0.955096448,-4.60001263
PS.18.4.6Z.9Z.12Z.15Z..22.0....11.626751,0.367337521,-0.562274925,0.97150915,0.345229953,0.955096448,-4.600171829
Diflubenzuron...1.2452,-0.205279,-2.447421702,-0.970238872,0.345844048,0.955096448,-4.60028718
Lenthionine...3.3406844,0.274525386,-0.250618805,0.9699173,0.345999627,0.955096448,-4.600316363
X3..4..dihydroxyflurbiprofen,-0.266032929,0.290382771,-0.969831977,0.346040916,0.955096448,-4.600324104
C8.H11.Cl.N2.O3.S2,-0.251924405,0.492044915,-0.969121671,0.346384769,0.955096448,-4.600388532
PI.O.16.0.18.1.9Z..,-0.485316931,-0.926609887,-0.969105806,0.346392452,0.955096448,-4.60038997
C7.H7.N3.O2.S2,-0.193175471,-1.625077573,-0.968204027,0.346829345,0.955096448,-4.60047171
MG.24.1.15Z..0.0.0.0.,-0.19034345,-1.4116735,-0.966538169,0.347637425,0.955096448,-4.600622548
PA.O.20.0.22.4.7Z.10Z.13Z.16Z.....10.124943,0.346593064,0.127412237,0.965416868,0.348182085,0.955096448,-4.600723962
C4.H2.Cl2.O2.S2...2.9998422,0.2785124,-0.205364605,0.963314648,0.349204813,0.955096448,-4.600913839
C3.H11.Cl.N4.S3...1.2319998,0.317207871,-0.81229123,0.962684053,0.349512003,0.955096448,-4.600970732
X871.648.6.875,0.271061964,-0.973016521,0.959317178,0.351155321,0.955096448,-4.601273989
X.1S.2S..3.oxo.2.pentyl.cyclopentanebutanoic.acid,0.275111436,0.656091682,0.957832763,0.351881537,0.955096448,-4.601407421
PE.O.20.0.22.4.7Z.10Z.13Z.16Z..,-0.281861607,0.344898705,-0.957394187,0.352096299,0.955096448,-4.601446813
C4.H2.Cl2.O2.S2...3.616222,0.267759979,-0.234413839,0.956676369,0.352447996,0.955096448,-4.601511254
N..2.hydroxyethyl.hexacosanamide...18.840242,-0.40757935,-1.796753875,-0.955311825,0.353117226,0.955096448,-4.601633647
C4.H2.Cl2.O2.S2...5.1990004,0.269361029,-0.181648768,0.955152712,0.353195319,0.955096448,-4.601647909
N.arachidonoyl.histidine...7.082182,-0.297129171,0.362146011,-0.952181391,0.35465584,0.955096448,-4.601913902
MID42329..22S..1..22.25.trihydroxy.26.27.dimethyl.23.23.24.24.tetradehydrovitamin.D3....22S..1..22.2,-0.19758,0.586385825,-0.952020558,0.354735015,0.955096448,-4.601928281
C4.H2.Cl2.O2.S2...1.9422857,0.266537043,-0.3794361,0.950369695,0.355548402,0.955096448,-4.602075759
PS.18.1.9Z..22.1.11Z.....15.867467,-0.344167836,-1.666843205,-0.950185017,0.355639474,0.955096448,-4.602092244
TG.16.1.9Z..16.1.9Z..16.1.9Z.....22.855583,-0.288643514,-0.824499641,-0.949235751,0.356107845,0.955096448,-4.602176939
X763.5966.11.941652,-0.313821971,-0.647392655,-0.948024069,0.35670631,0.955096448,-4.602284949
C18.H45.N9.O.S2,0.44641395,1.277699825,0.947536699,0.356947224,0.955096448,-4.602328362
C22.H38.N4.O2,0.176923829,0.276484523,0.947333454,0.357047723,0.955096448,-4.60234646
C18.H27.Cl3.N4.O7.S4,0.322651379,0.221187459,0.945103963,0.358151431,0.955096448,-4.602544791
